time,Bx,By,Bz,Btotal
19.137,-9.84,-19.85,-37.52,43.57
19.147,-9.67,-20.22,-37.51,43.70
19.157,-9.65,-20.39,-37.10,43.42
19.167,-9.61,-20.43,-37.37,43.66
19.177,-9.68,-20.42,-37.07,43.42
19.187,-9.53,-20.40,-37.40,43.65
19.197,-9.61,-20.47,-37.89,44.12
19.207,-9.70,-20.33,-37.55,43.79
19.217,-9.65,-20.25,-37.86,44.00
19.227,-9.65,-20.36,-37.48,43.74
19.237,-9.66,-20.17,-37.62,43.76
19.247,-9.57,-20.15,-37.97,44.03
19.257,-9.65,-19.98,-37.44,43.52
19.267,-9.74,-19.90,-37.89,43.89
19.277,-9.95,-19.75,-37.66,43.67
19.287,-9.98,-19.63,-37.89,43.82
19.297,-10.17,-19.54,-38.41,44.28
19.307,-10.13,-19.39,-37.72,43.60
19.317,-10.26,-19.27,-38.26,44.05
19.327,-10.35,-19.29,-37.89,43.75
19.337,-10.29,-19.38,-38.20,44.05
19.347,-10.43,-19.34,-38.27,44.13
19.357,-10.37,-19.48,-37.70,43.68
19.367,-10.46,-19.45,-38.04,43.98
19.377,-10.30,-19.66,-37.71,43.75
19.387,-10.15,-19.67,-37.84,43.83
19.397,-10.11,-19.84,-38.33,44.33
19.407,-10.12,-19.77,-37.52,43.60
19.417,-10.01,-19.73,-37.97,43.95
19.427,-9.81,-19.78,-37.82,43.80
19.437,-9.78,-19.73,-37.97,43.89
19.446,-9.72,-19.65,-38.22,44.06
19.456,-9.74,-19.58,-37.99,43.84
19.466,-9.71,-19.53,-38.36,44.12
19.476,-9.56,-19.36,-38.00,43.70
19.487,-9.42,-19.30,-38.47,44.06
19.496,-9.43,-19.25,-38.76,44.30
19.506,-9.39,-19.34,-38.44,44.05
19.516,-9.48,-19.16,-38.58,44.11
19.526,-9.61,-19.12,-38.46,44.01
19.536,-9.71,-19.02,-38.70,44.20
19.546,-9.66,-18.94,-38.77,44.22
19.556,-9.81,-18.80,-38.40,43.86
19.566,-9.98,-18.63,-38.68,44.08
19.576,-10.04,-18.71,-38.52,43.98
19.586,-10.36,-18.49,-38.61,44.04
19.596,-10.35,-18.45,-39.13,44.48
19.606,-10.37,-18.29,-38.68,44.02
19.616,-10.47,-18.19,-38.98,44.27
19.626,-10.51,-18.33,-38.65,44.05
19.636,-10.42,-18.35,-38.77,44.14
19.646,-10.75,-18.45,-38.79,44.28
19.656,-10.75,-18.52,-38.30,43.88
19.666,-10.74,-18.50,-38.50,44.05
19.676,-10.75,-18.57,-38.23,43.85
19.686,-10.59,-18.73,-38.31,43.93
19.696,-10.72,-18.63,-38.40,44.01
19.706,-10.64,-18.76,-38.14,43.81
19.716,-10.59,-18.65,-38.48,44.05
19.726,-10.47,-18.77,-38.11,43.75
19.736,-10.19,-18.71,-38.29,43.82
19.745,-10.07,-18.65,-38.75,44.17
19.756,-9.94,-18.80,-38.39,43.88
19.765,-9.97,-18.82,-38.50,44.00
19.775,-9.76,-18.91,-38.25,43.77
19.785,-9.51,-18.97,-38.14,43.65
19.795,-9.24,-19.20,-38.44,43.95
19.805,-9.44,-19.30,-38.00,43.66
19.815,-9.27,-19.29,-38.02,43.63
19.825,-9.08,-19.45,-37.67,43.35
19.835,-9.12,-19.33,-37.63,43.28
19.845,-8.98,-19.45,-38.04,43.66
19.855,-8.94,-19.48,-37.76,43.42
19.865,-8.90,-19.65,-37.92,43.63
19.875,-8.71,-19.65,-37.46,43.19
19.885,-8.55,-19.71,-37.10,42.87
19.895,-8.59,-19.83,-37.39,43.19
19.905,-8.75,-20.09,-37.16,43.14
19.915,-8.50,-20.08,-37.41,43.30
19.925,-8.81,-20.28,-36.42,42.61
19.935,-8.62,-20.51,-36.70,42.92
19.945,-8.47,-20.63,-36.98,43.18
19.955,-8.38,-20.86,-36.82,43.14
19.965,-8.23,-20.84,-36.74,43.03
19.975,-8.20,-21.07,-36.18,42.66
19.985,-8.14,-21.20,-35.83,42.42
19.995,-8.14,-21.20,-35.83,42.42
20.005,-8.18,-21.31,-36.33,42.91
20.015,-8.04,-21.63,-35.85,42.64
20.025,-7.96,-21.62,-36.04,42.78
20.035,-7.83,-21.59,-35.40,42.20
20.045,-7.63,-21.68,-35.13,41.98
20.054,-7.44,-21.76,-35.22,42.06
20.064,-7.26,-21.75,-35.08,41.91
20.075,-7.06,-21.58,-35.25,41.93
20.084,-6.99,-21.71,-34.79,41.59
20.094,-6.77,-21.75,-34.77,41.57
20.104,-6.58,-21.79,-35.26,41.97
20.114,-6.47,-22.03,-34.77,41.67
20.124,-6.40,-22.09,-35.00,41.88
20.134,-6.43,-22.29,-34.37,41.47
20.144,-6.36,-22.40,-34.01,41.22
20.154,-6.39,-22.51,-34.24,41.47
20.164,-6.44,-22.79,-33.80,41.27
20.174,-6.26,-22.98,-33.76,41.32
20.184,-6.15,-23.15,-33.16,40.90
20.194,-5.88,-23.31,-32.63,40.53
20.204,-5.81,-23.45,-32.96,40.87
20.214,-5.64,-23.76,-32.80,40.89
20.224,-5.45,-23.68,-32.75,40.78
20.234,-5.41,-23.87,-32.29,40.52
20.244,-5.26,-23.90,-32.02,40.30
20.254,-4.91,-23.93,-32.17,40.39
20.264,-5.03,-24.01,-31.56,39.97
20.274,-5.03,-24.07,-32.05,40.40
20.284,-5.04,-24.11,-31.72,40.16
20.294,-4.95,-24.15,-31.47,39.97
20.304,-4.90,-24.11,-31.62,40.07
20.314,-4.89,-24.18,-31.31,39.86
20.324,-4.88,-24.27,-31.51,40.08
20.334,-5.18,-24.24,-31.16,39.82
20.344,-5.10,-24.28,-30.82,39.57
20.354,-5.11,-24.22,-30.76,39.48
20.364,-5.00,-24.28,-30.51,39.31
20.373,-5.02,-24.13,-30.65,39.33
20.383,-5.18,-24.01,-30.44,39.12
20.393,-4.95,-23.96,-30.22,38.88
20.403,-5.06,-23.87,-30.54,39.09
20.413,-5.03,-23.91,-30.26,38.90
20.423,-4.93,-23.69,-30.21,38.71
20.433,-5.04,-23.66,-30.78,39.14
20.443,-4.94,-23.68,-30.26,38.74
20.453,-4.83,-23.64,-30.60,38.97
20.463,-4.88,-23.47,-30.22,38.58
20.473,-4.97,-23.15,-30.47,38.58
20.483,-5.10,-23.02,-30.76,38.76
20.493,-5.32,-22.83,-30.55,38.51
20.503,-5.44,-22.43,-30.82,38.50
20.513,-5.46,-22.26,-30.37,38.05
20.523,-5.56,-21.75,-30.77,38.09
20.533,-6.19,-21.71,-31.08,38.41
20.543,-5.82,-21.59,-30.50,37.82
20.553,-5.24,-21.85,-30.67,38.02
20.563,-4.77,-22.23,-30.32,37.89
20.573,-4.56,-22.34,-30.54,38.11
20.583,-4.56,-22.50,-30.98,38.56
20.593,-4.08,-22.48,-30.32,37.97
20.603,-4.22,-22.49,-30.65,38.25
20.613,-4.18,-22.54,-30.21,37.92
20.623,-4.21,-22.42,-30.44,38.04
20.633,-4.42,-22.54,-30.97,38.56
20.643,-4.49,-22.62,-30.70,38.40
20.653,-4.52,-22.39,-30.65,38.22
20.663,-4.63,-22.45,-30.40,38.08
20.673,-4.94,-22.22,-30.74,38.25
20.682,-4.91,-22.27,-30.76,38.30
20.692,-5.16,-22.39,-30.34,38.06
20.703,-5.39,-22.32,-31.05,38.61
20.712,-5.48,-22.28,-30.58,38.23
20.722,-5.24,-22.29,-31.06,38.59
20.732,-5.32,-22.43,-31.32,38.89
20.742,-5.32,-22.43,-30.69,38.38
20.752,-5.37,-22.31,-30.82,38.42
20.762,-5.34,-22.42,-30.48,38.22
20.772,-5.15,-22.35,-30.62,38.25
20.782,-5.25,-22.44,-30.87,38.52
20.792,-5.33,-22.54,-30.34,38.17
20.802,-5.31,-22.53,-30.29,38.12
20.812,-5.53,-22.62,-30.07,38.04
20.822,-4.55,-22.80,-29.80,37.80
20.832,-5.33,-23.00,-29.81,38.03
20.842,-6.60,-23.19,-29.57,38.15
20.852,-6.77,-23.35,-29.99,38.61
20.862,-7.14,-23.47,-29.54,38.40
20.872,-7.94,-23.49,-29.43,38.48
20.882,-8.31,-23.68,-29.56,38.78
20.892,-8.87,-23.84,-28.80,38.42
20.902,-9.56,-23.99,-28.66,38.58
20.912,-10.29,-24.13,-28.29,38.58
20.922,-10.62,-24.18,-28.01,38.50
20.932,-11.00,-24.25,-28.09,38.71
20.942,-11.43,-24.42,-27.85,38.77
20.952,-11.69,-24.30,-27.35,38.41
20.962,-11.87,-24.55,-26.65,38.13
20.972,-11.92,-24.51,-26.46,37.98
20.981,-11.84,-24.60,-26.92,38.34
20.991,-11.79,-24.71,-26.62,38.19
21.001,-11.44,-24.47,-27.18,38.33
21.011,-11.19,-24.15,-27.91,38.57
21.021,-10.53,-23.64,-28.47,38.48
21.031,-9.97,-23.09,-29.19,38.53
21.041,-9.51,-22.54,-29.42,38.26
21.051,-9.15,-22.04,-30.27,38.54
21.061,-8.98,-21.70,-30.52,38.51
21.071,-8.40,-21.29,-30.87,38.43
21.081,-7.87,-20.86,-31.65,38.71
21.091,-7.65,-20.55,-31.95,38.75
21.101,-7.29,-20.14,-32.60,39.01
21.111,-6.69,-19.88,-32.54,38.71
21.121,-6.26,-19.48,-32.75,38.62
21.131,-5.86,-19.30,-33.55,39.15
21.141,-5.38,-19.13,-33.85,39.25
21.151,-5.22,-18.75,-34.24,39.38
21.161,-4.68,-18.68,-33.89,38.98
21.171,-4.21,-18.44,-33.97,38.88
21.181,-3.88,-18.31,-34.53,39.27
21.191,-3.39,-18.23,-34.06,38.78
21.201,-2.84,-18.20,-34.46,39.07
21.211,-2.20,-18.38,-34.11,38.81
21.221,-1.52,-18.39,-33.79,38.50
21.231,-0.95,-18.44,-34.17,38.84
21.241,-0.53,-18.53,-33.90,38.64
21.251,0.09,-18.63,-34.15,38.90
21.261,0.83,-18.80,-33.84,38.72
21.271,1.37,-18.92,-33.87,38.82
21.280,2.20,-18.97,-34.08,39.07
21.290,3.01,-19.27,-33.56,38.82
21.300,3.64,-19.41,-33.85,39.19
21.310,4.08,-19.48,-33.50,38.96
21.320,4.60,-19.75,-33.41,39.08
21.330,5.40,-19.72,-33.32,39.10
21.340,6.05,-20.02,-33.05,39.11
21.350,6.56,-20.07,-32.98,39.15
21.360,7.20,-20.20,-32.42,38.87
21.370,7.81,-20.31,-32.30,38.94
21.380,8.33,-20.37,-32.44,39.19
21.390,8.95,-20.42,-31.97,38.98
21.400,9.59,-20.47,-32.03,39.20
21.410,10.34,-20.46,-31.52,38.97
21.420,10.69,-20.39,-31.49,39.01
21.430,11.21,-20.13,-31.97,39.41
21.440,11.79,-20.03,-31.61,39.24
21.450,12.33,-19.73,-31.67,39.30
21.460,12.81,-19.53,-31.55,39.26
21.470,13.14,-19.22,-31.57,39.23
21.480,13.42,-18.94,-31.83,39.39
21.490,13.86,-18.85,-31.57,39.29
21.500,14.04,-18.59,-31.88,39.48
21.510,14.55,-18.50,-31.76,39.53
21.520,14.69,-18.28,-31.71,39.44
21.530,14.93,-17.91,-32.07,39.65
21.540,15.35,-17.81,-31.96,39.68
21.550,15.38,-17.51,-32.26,39.80
21.560,15.78,-17.32,-32.28,39.88
21.570,16.14,-17.10,-32.14,39.82
21.580,16.39,-16.80,-32.50,40.09
21.590,16.51,-16.58,-32.17,39.78
21.599,16.82,-16.27,-32.52,40.06
21.610,17.08,-16.23,-32.72,40.32
21.619,17.08,-16.23,-32.72,40.32
21.630,17.37,-16.09,-32.39,40.12
21.639,17.50,-15.93,-32.74,40.39
21.650,17.73,-16.03,-32.44,40.29
21.659,17.71,-15.88,-32.46,40.24
21.669,18.08,-15.91,-32.31,40.30
21.679,18.28,-15.84,-31.84,39.98
21.691,18.58,-15.74,-32.20,40.37
21.699,18.95,-15.70,-32.32,40.62
21.709,19.14,-15.36,-32.63,40.82
21.719,19.32,-15.19,-32.67,40.89
21.729,19.60,-14.99,-32.35,40.69
21.739,19.77,-14.71,-32.73,40.97
21.749,20.05,-14.44,-32.49,40.82
21.759,20.30,-14.08,-32.69,40.97
21.769,20.61,-13.88,-32.91,41.24
21.779,20.81,-13.75,-32.80,41.20
21.789,20.90,-13.44,-32.99,41.30
21.799,21.19,-13.17,-32.66,41.10
21.809,21.32,-13.15,-32.84,41.30
21.819,21.54,-13.04,-33.35,41.79
21.829,21.82,-12.97,-32.91,41.56
21.839,22.04,-12.82,-33.24,41.89
21.849,22.22,-12.75,-32.74,41.57
21.859,22.60,-12.83,-32.93,41.95
21.869,22.76,-12.89,-32.94,42.07
21.879,23.00,-12.87,-32.64,41.95
21.889,23.21,-12.82,-32.76,42.15
21.899,23.43,-12.79,-32.48,42.04
21.909,23.42,-12.69,-32.95,42.36
21.919,23.79,-12.69,-33.09,42.68
21.929,23.94,-12.62,-32.72,42.46
21.938,24.00,-12.55,-33.19,42.83
21.948,24.08,-12.53,-32.83,42.60
21.958,24.14,-12.47,-33.25,42.94
21.968,24.23,-12.29,-33.37,43.03
21.978,24.37,-12.17,-33.04,42.82
21.988,24.30,-11.92,-33.31,42.92
21.998,24.31,-11.49,-33.24,42.76
22.008,24.42,-11.14,-33.33,42.79
22.019,24.42,-10.93,-33.92,43.20
22.028,24.35,-10.70,-33.65,42.89
22.038,24.18,-10.47,-34.30,43.25
22.048,24.18,-10.19,-34.47,43.33
22.058,24.04,-9.99,-34.94,43.57
22.068,23.70,-9.91,-35.50,43.82
22.078,23.49,-9.96,-35.15,43.43
22.088,23.35,-9.91,-35.72,43.81
22.098,22.91,-10.03,-36.01,43.84
22.108,22.63,-9.84,-36.24,43.85
22.118,22.49,-9.86,-36.49,43.99
22.128,22.60,-9.88,-36.66,44.19
22.138,22.44,-9.70,-36.74,44.13
22.148,22.30,-9.66,-36.24,43.63
22.158,22.45,-9.49,-36.58,43.96
22.168,22.42,-9.30,-37.13,44.36
22.178,22.53,-9.21,-36.67,44.01
22.188,22.57,-9.11,-36.76,44.08
22.198,22.56,-8.97,-36.70,44.00
22.208,22.66,-8.86,-36.67,44.01
22.218,22.85,-8.77,-36.80,44.19
22.227,23.02,-8.73,-36.91,44.36
22.238,23.06,-8.72,-37.26,44.67
22.247,23.15,-8.63,-37.07,44.55
22.258,23.05,-8.67,-36.98,44.42
22.267,23.30,-8.74,-37.52,45.02
22.277,23.43,-8.78,-37.19,44.82
22.287,23.60,-8.70,-37.34,45.02
22.297,23.67,-8.62,-36.84,44.63
22.307,23.89,-8.55,-37.02,44.88
22.317,24.23,-8.59,-36.66,44.78
22.327,25.00,-8.61,-36.28,44.89
22.337,25.18,-8.86,-36.29,45.05
22.347,25.53,-8.93,-35.97,45.00
22.357,25.80,-9.07,-35.61,44.90
22.367,26.05,-9.18,-35.98,45.36
22.377,26.39,-9.31,-35.43,45.15
22.387,26.69,-9.53,-35.46,45.39
22.397,26.97,-9.69,-35.00,45.23
22.407,27.19,-9.68,-34.96,45.34
22.417,27.41,-9.93,-34.58,45.23
22.427,27.76,-10.10,-34.55,45.46
22.437,27.94,-10.31,-34.68,45.71
22.447,27.89,-10.44,-34.34,45.45
22.457,27.89,-10.58,-33.83,45.10
22.467,28.05,-10.74,-34.43,45.69
22.477,28.12,-11.08,-34.12,45.58
22.487,27.99,-11.16,-34.48,45.79
22.497,27.93,-11.37,-34.29,45.66
22.507,27.84,-11.34,-34.38,45.67
22.517,27.70,-11.49,-34.30,45.56
22.526,27.75,-11.36,-34.32,45.58
22.536,27.91,-11.22,-34.81,46.00
22.546,28.00,-10.96,-34.97,46.12
22.556,27.90,-10.77,-34.43,45.61
22.566,27.88,-10.58,-34.91,45.91
22.576,27.99,-10.54,-34.73,45.84
22.586,28.12,-10.51,-35.06,46.15
22.596,28.08,-10.43,-35.07,46.12
22.606,27.85,-10.41,-35.02,45.94
22.616,27.54,-10.41,-35.52,46.14
22.626,27.43,-10.48,-35.46,46.04
22.636,27.24,-10.58,-35.63,46.08
22.646,27.25,-10.63,-35.65,46.11
22.656,27.14,-10.66,-35.60,46.02
22.666,26.96,-10.69,-36.28,46.44
22.676,26.59,-10.79,-36.25,46.24
22.686,26.31,-10.91,-36.59,46.37
22.696,26.09,-10.97,-36.53,46.21
22.706,25.92,-10.93,-36.76,46.29
22.716,25.60,-11.02,-36.71,46.09
22.726,25.52,-11.13,-36.70,46.07
22.736,25.55,-11.21,-37.16,46.47
22.746,25.39,-11.18,-37.45,46.60
22.756,25.23,-11.25,-37.20,46.34
22.766,24.93,-11.36,-37.91,46.78
22.776,24.85,-11.32,-37.45,46.35
22.786,24.69,-11.32,-38.06,46.76
22.796,24.86,-11.10,-38.09,46.82
22.805,24.75,-10.85,-37.84,46.50
22.816,24.77,-10.54,-38.11,46.66
22.826,24.78,-10.41,-38.00,46.55
22.835,24.86,-10.25,-38.31,46.80
22.845,25.06,-10.14,-38.40,46.96
22.855,25.03,-10.03,-38.16,46.73
22.865,25.06,-9.89,-38.25,46.79
22.875,25.31,-9.95,-38.02,46.74
22.885,25.20,-9.95,-38.11,46.76
22.895,25.17,-10.10,-38.50,47.09
22.905,25.14,-10.30,-38.14,46.83
22.915,25.05,-10.51,-38.21,46.88
22.925,25.20,-10.59,-38.03,46.83
22.935,25.12,-10.81,-38.37,47.12
22.945,24.89,-10.95,-38.66,47.26
22.955,24.81,-11.11,-38.56,47.18
22.965,24.81,-11.06,-38.34,46.99
22.975,25.05,-11.10,-38.28,47.07
22.985,25.03,-11.12,-38.74,47.44
22.995,25.04,-10.88,-38.78,47.43
23.005,25.24,-10.78,-38.24,47.07
23.015,25.19,-10.37,-38.62,47.26
23.025,25.24,-9.97,-38.45,47.06
23.035,25.22,-9.66,-38.96,47.40
23.045,25.60,-9.14,-39.23,47.72
23.055,25.63,-8.61,-38.79,47.28
23.065,25.75,-8.11,-39.11,47.52
23.075,25.83,-7.52,-38.88,47.28
23.085,25.95,-7.02,-39.21,47.54
23.095,26.10,-6.60,-39.25,47.59
23.105,26.31,-6.24,-39.47,47.84
23.115,26.21,-5.96,-38.94,47.31
23.124,26.31,-5.70,-38.98,47.37
23.135,26.29,-5.37,-39.27,47.56
