Time (s),Voltage (V)
0,0.112414467253177
0.0277650000005965,0.10752688172043
0.0587390000000596,0.112414467253177
0.0896400000005961,0.112414467253177
0.121208999998868,0.112414467253177
0.15188899999857,0.112414467253177
0.183387999996543,0.112414467253177
0.215170999996364,0.117302052785924
0.246313000001013,0.122189638318671
0.277322999998927,0.127077223851417
0.309769999995828,0.141739980449658
0.340552000001073,0.161290322580645
0.363328999996186,0.244379276637341
0.394134999997914,0.224828934506354
0.425045000001789,0.239491691104594
0.455578000001609,0.273704789833822
0.487465999998152,0.244379276637341
0.518196000002325,0.30791788856305
0.548050999999046,0.278592375366569
0.579034999996423,0.210166177908113
0.610868000000716,0.259042033235582
0.641484999999404,0.273704789833822
0.672550999999046,0.425219941348974
0.703067999996245,0.30791788856305
0.734605999998749,0.386119257086999
0.766035999998451,0.405669599217986
0.797964999996126,0.420332355816227
0.828008999995888,0.356793743890518
0.858788000002503,0.317693059628543
0.889266000002623,0.278592375366569
0.921111000001431,0.254154447702835
0.95236400000006,0.21505376344086
0.983572999998927,0.205278592375367
1.01573099999875,0.21505376344086
1.04767099999636,0.166177908113392
1.07874400000274,0.156402737047898
1.10888000000268,0.136852394916911
1.1392519999966,0.127077223851417
1.1638069999963,0.141739980449658
1.19438099999726,0.151515151515152
1.22507100000233,0.136852394916911
1.25645099999756,0.127077223851417
1.2808069999963,0.122189638318671
1.31179599999636,0.117302052785924
1.34368299999833,0.117302052785924
1.3743369999975,0.151515151515152
1.40560300000012,0.136852394916911
1.4365549999997,0.122189638318671
1.46733799999952,0.146627565982405
1.49843100000173,0.141739980449658
1.53033500000089,0.151515151515152
1.56158999999613,0.146627565982405
1.59297299999744,0.146627565982405
1.6233769999966,0.141739980449658
1.6547330000028,0.131964809384164
1.68572500000149,0.127077223851417
1.71474199999869,0.136852394916911
1.74589599999785,0.146627565982405
1.77742400000244,0.136852394916911
1.80832400000095,0.151515151515152
1.83387099999934,0.171065493646139
1.86471299999952,0.210166177908113
1.89633900000155,0.219941348973607
1.92671800000221,0.224828934506354
1.95854199999571,0.229716520039101
1.9894130000025,0.185728250244379
2.01403400000185,0.161290322580645
2.04538499999791,0.136852394916911
2.07634700000286,0.127077223851417
2.10629999999702,0.136852394916911
2.13735700000078,0.131964809384164
2.16801399999857,0.122189638318671
2.19977799999714,0.117302052785924
2.2315380000025,0.122189638318671
2.26300299999863,0.127077223851417
2.29403099999577,0.117302052785924
2.3245380000025,0.112414467253177
2.35611900000274,0.112414467253177
2.38744900000095,0.112414467253177
2.41857599999756,0.112414467253177
2.45031899999827,0.117302052785924
2.48056700000167,0.117302052785924
2.51258500000089,0.117302052785924
2.54289800000191,0.117302052785924
2.57326299999654,0.112414467253177
2.60422999999672,0.112414467253177
2.6349130000025,0.112414467253177
2.66537900000066,0.122189638318671
2.69625,0.117302052785924
2.72784899999946,0.112414467253177
2.7591630000025,0.112414467253177
2.78993699999899,0.10752688172043
2.81441099999845,0.112414467253177
2.84514800000191,0.117302052785924
2.8768919999972,0.112414467253177
2.90790299999714,0.112414467253177
2.93274199999869,0.112414467253177
2.96389899999648,0.112414467253177
2.99501799999923,0.117302052785924
3.02575599999726,0.117302052785924
3.05688599999994,0.122189638318671
3.08854999999702,0.156402737047898
3.11908600000292,0.131964809384164
3.15054699999839,0.127077223851417
3.18157400000095,0.141739980449658
3.21272299999744,0.141739980449658
3.24338799999654,0.146627565982405
3.27548600000143,0.171065493646139
3.30605900000036,0.190615835777126
3.33684799999744,0.161290322580645
3.36836800000072,0.166177908113392
3.3996080000028,0.190615835777126
3.43110499999672,0.20039100684262
3.46221700000018,0.166177908113392
3.49312099999934,0.185728250244379
3.52493900000304,0.161290322580645
3.55525400000066,0.136852394916911
3.5862330000028,0.146627565982405
3.61744600000232,0.146627565982405
3.64824700000137,0.127077223851417
3.67916699999571,0.122189638318671
3.71086599999666,0.131964809384164
3.74241799999773,0.127077223851417
3.77506000000238,0.117302052785924
3.79872599999607,0.117302052785924
3.82985400000215,0.127077223851417
3.86178499999642,0.131964809384164
3.89266600000113,0.122189638318671
3.92380399999768,0.117302052785924
3.95728599999845,0.136852394916911
3.98287900000066,0.122189638318671
4.01424300000072,0.117302052785924
4.04429800000042,0.112414467253177
4.07632400000095,0.117302052785924
4.10811400000006,0.122189638318671
4.13297299999744,0.156402737047898
4.16441499999911,0.141739980449658
4.19560700000077,0.127077223851417
4.22643699999899,0.122189638318671
4.25854900000244,0.122189638318671
4.28202799999714,0.117302052785924
4.31341899999976,0.112414467253177
4.34440200000256,0.112414467253177
4.37581000000238,0.112414467253177
4.40670899999887,0.112414467253177
4.43798399999738,0.112414467253177
4.46921400000155,0.112414467253177
4.49990200000256,0.10752688172043
4.53074300000072,0.117302052785924
4.56243299999833,0.117302052785924
4.59272900000215,0.131964809384164
4.62397699999809,0.122189638318671
4.64855799999833,0.117302052785924
4.67937200000137,0.117302052785924
4.7099849999994,0.117302052785924
4.74118500000238,0.122189638318671
4.76540900000185,0.166177908113392
4.7961630000025,0.219941348973607
4.82778099999577,0.21505376344086
4.85964499999583,0.161290322580645
4.88266399999708,0.161290322580645
4.91421400000155,0.190615835777126
4.94529100000113,0.361681329423265
4.97649099999666,0.361681329423265
4.99890799999982,0.43010752688172
5.03003099999577,0.342130987292278
5.06260300000012,0.234604105571848
5.0937119999975,0.21505376344086
5.11648900000006,0.434995112414467
5.14914999999851,0.366568914956012
5.17947599999607,0.317693059628543
5.21061999999732,0.283479960899316
5.2425569999963,0.268817204301075
5.27387299999595,0.312805474095797
5.30003199999779,0.288367546432063
5.33218400000036,0.219941348973607
5.36251999999583,0.195503421309873
5.39231499999762,0.21505376344086
5.41513499999791,0.180840664711632
5.44648600000137,0.166177908113392
5.56396599999815,0.180840664711632
5.59546400000155,0.146627565982405
5.6265,0.131964809384164
5.64962299999595,0.122189638318671
5.67981000000238,0.117302052785924
5.71099099999666,0.117302052785924
5.74141799999774,0.117302052785924
5.76562900000066,0.117302052785924
5.79628999999911,0.112414467253177
5.82720099999756,0.117302052785924
5.85838599999994,0.112414467253177
5.88302700000256,0.112414467253177
5.91379100000113,0.112414467253177
5.94544099999964,0.112414467253177
5.9754319999963,0.112414467253177
6.0065019999966,0.10752688172043
6.03778400000185,0.10752688172043
6.07052700000256,0.112414467253177
6.10081300000101,0.112414467253177
6.13244900000095,0.112414467253177
6.16306199999899,0.112414467253177
6.19389999999851,0.112414467253177
6.22561599999666,0.112414467253177
6.25710099999607,0.112414467253177
6.28795099999756,0.122189638318671
6.31958200000226,0.112414467253177
6.35100100000203,0.112414467253177
6.38201099999994,0.112414467253177
6.41322800000012,0.117302052785924
6.44507599999756,0.117302052785924
6.47682699999958,0.112414467253177
6.50771800000221,0.112414467253177
6.53856700000167,0.151515151515152
6.57081000000238,0.131964809384164
6.60208299999684,0.146627565982405
6.63376399999857,0.371456500488759
6.6647519999966,0.263929618768328
6.69523799999803,0.381231671554252
6.72677600000054,0.244379276637341
6.75760499999672,0.283479960899316
6.78860000000149,0.244379276637341
6.81948900000006,0.185728250244379
6.8507880000025,0.20039100684262
6.88268800000101,0.229716520039101
6.91383999999613,0.185728250244379
6.94518199999631,0.195503421309873
6.97593999999762,0.20039100684262
7.00667000000179,0.171065493646139
7.03732400000095,0.166177908113392
7.06768100000173,0.151515151515152
7.09891099999845,0.141739980449658
7.1298580000028,0.127077223851417
7.16059499999881,0.127077223851417
7.19293299999833,0.131964809384164
7.22419900000095,0.122189638318671
7.25518999999762,0.112414467253177
7.28679100000113,0.112414467253177
7.31658299999684,0.131964809384164
7.34833100000024,0.117302052785924
7.37979999999702,0.122189638318671
7.41025899999589,0.117302052785924
7.43384799999744,0.117302052785924
7.46512299999595,0.112414467253177
7.4961400000006,0.112414467253177
7.52771700000018,0.112414467253177
7.55870199999958,0.112414467253177
7.58990999999642,0.10752688172043
7.62056799999624,0.122189638318671
7.65113599999994,0.112414467253177
7.68252099999785,0.117302052785924
7.71390799999982,0.112414467253177
7.74862600000203,0.112414467253177
7.77790900000185,0.112414467253177
7.8100150000006,0.112414467253177
7.84092000000179,0.112414467253177
7.86784399999678,0.112414467253177
7.89961100000143,0.112414467253177
7.93117000000179,0.127077223851417
7.96241799999774,0.136852394916911
7.99382500000298,0.127077223851417
8.02500899999589,0.131964809384164
8.05058200000227,0.180840664711632
8.08038399999589,0.161290322580645
8.11144900000095,0.136852394916911
8.14174799999595,0.131964809384164
8.16821299999952,0.122189638318671
8.19984499999881,0.117302052785924
8.23078499999642,0.112414467253177
8.26254199999571,0.166177908113392
8.29397200000286,0.141739980449658
8.32488700000197,0.131964809384164
8.34997399999946,0.166177908113392
8.38085000000149,0.180840664711632
8.41182800000161,0.239491691104594
8.44289999999851,0.21505376344086
8.4744830000028,0.244379276637341
8.50570499999821,0.268817204301075
8.53407100000232,0.337243401759531
8.56665999999642,0.454545454545455
8.5969319999963,0.498533724340176
8.62844099999964,0.371456500488759
8.66055799999833,0.273704789833822
8.68363700000197,0.283479960899316
8.71384700000286,0.288367546432063
8.74421800000221,0.273704789833822
8.76784600000083,0.303030303030303
8.79874400000274,0.244379276637341
8.83075100000203,0.249266862170088
8.8624830000028,0.234604105571848
8.89318800000101,0.21505376344086
8.92512299999595,0.224828934506354
8.95007999999821,0.185728250244379
8.98100100000203,0.175953079178886
9.01307599999756,0.166177908113392
9.04378000000119,0.141739980449658
9.0685,0.131964809384164
9.10091600000113,0.171065493646139
9.13225400000066,0.166177908113392
9.1638769999966,0.141739980449658
9.19520300000161,0.146627565982405
9.22681400000304,0.131964809384164
9.25710899999738,0.122189638318671
9.28757299999893,0.117302052785924
9.3190019999966,0.112414467253177
9.35022100000084,0.117302052785924
9.38294600000232,0.112414467253177
9.41434300000221,0.122189638318671
9.44521400000155,0.117302052785924
9.47687600000203,0.112414467253177
9.50897399999946,0.112414467253177
9.53992700000107,0.141739980449658
9.57124400000274,0.146627565982405
9.60238000000268,0.131964809384164
9.63467599999905,0.141739980449658
9.66640900000185,0.141739980449658
9.69796499999613,0.131964809384164
9.72931499999762,0.127077223851417
9.76094900000095,0.131964809384164
9.79186299999803,0.131964809384164
9.82368400000036,0.127077223851417
9.85508600000292,0.136852394916911
9.88624199999869,0.146627565982405
9.91774700000137,0.175953079178886
9.94829900000244,0.156402737047898
9.97946899999678,0.151515151515152
